,Image,Category,Activity,Train
14773,073855950.jpg,,,0.0
14774,026514900.jpg,,,0.0
14775,001689336.jpg,,,0.0
14776,047970016.jpg,,,0.0
14777,085891233.jpg,,,0.0
14778,089583468.jpg,,,0.0
14779,095622620.jpg,,,0.0
14780,087956324.jpg,,,0.0
14781,058004356.jpg,,,0.0
14782,044460560.jpg,,,0.0
14783,077484985.jpg,,,0.0
14784,073982163.jpg,,,0.0
14785,053814343.jpg,,,0.0
14786,008732737.jpg,,,0.0
14787,092608135.jpg,,,0.0
14788,045560254.jpg,,,0.0
14789,036333378.jpg,home repair,"carpentry, general, workshop (Taylor Code 620)",1.0
14790,062956740.jpg,occupation,"carpentry, general",1.0
14791,067383796.jpg,occupation,"carpentry, general",1.0
14792,021068792.jpg,home repair,"carpentry, general, workshop (Taylor Code 620)",1.0
14793,083693884.jpg,home repair,"carpentry, general, workshop (Taylor Code 620)",1.0
14794,028993709.jpg,home repair,"carpentry, general, workshop (Taylor Code 620)",1.0
14795,018668393.jpg,home repair,"carpentry, general, workshop (Taylor Code 620)",1.0
14796,040639985.jpg,home repair,"carpentry, general, workshop (Taylor Code 620)",1.0
14797,073056008.jpg,home repair,"carpentry, general, workshop (Taylor Code 620)",1.0
14798,096545818.jpg,home repair,"carpentry, general, workshop (Taylor Code 620)",1.0
14799,080928126.jpg,home repair,"carpentry, general, workshop (Taylor Code 620)",1.0
14800,094034838.jpg,home repair,"carpentry, general, workshop (Taylor Code 620)",1.0
14801,014060580.jpg,home repair,"carpentry, general, workshop (Taylor Code 620)",1.0
14802,007117680.jpg,home repair,"carpentry, general, workshop (Taylor Code 620)",1.0
14803,055770476.jpg,home repair,"carpentry, general, workshop (Taylor Code 620)",1.0
14804,029029748.jpg,home repair,"carpentry, general, workshop (Taylor Code 620)",1.0
14805,082805497.jpg,home repair,"carpentry, general, workshop (Taylor Code 620)",1.0
14806,067198787.jpg,home repair,"carpentry, general, workshop (Taylor Code 620)",1.0
14807,097072816.jpg,home repair,"carpentry, general, workshop (Taylor Code 620)",1.0
14808,025479236.jpg,home repair,"carpentry, general, workshop (Taylor Code 620)",1.0
14809,048578411.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14810,050124048.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14811,023917679.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14812,059009340.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14813,044328599.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14814,044672156.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14815,036273665.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14816,001692935.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14817,052209524.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14818,033524784.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14819,000131987.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14820,030794371.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14821,027862833.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14822,039344815.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14823,013185199.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14824,050768382.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14825,069244035.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14826,063018557.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14827,080375495.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14828,045200829.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14829,051909173.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14830,081040194.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14831,042770117.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14832,070159935.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14833,043460237.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14834,041773619.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14835,076020562.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14836,017483692.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14837,033858597.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14838,022417228.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14839,035910994.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14840,023037482.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14841,057940563.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14842,079817080.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14843,078661306.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14844,036450096.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14845,098876041.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14846,059385436.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14847,039940030.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14848,083553928.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14849,072987401.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14850,074927534.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14851,019613935.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14852,046832431.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14853,086182813.jpg,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving",1.0
14854,050403801.jpg,home repair,laying or removing carpet,1.0
14855,068345274.jpg,home repair,laying or removing carpet,1.0
14856,058793373.jpg,home repair,laying or removing carpet,1.0
14857,084235679.jpg,home repair,laying or removing carpet,1.0
14858,028456084.jpg,home repair,laying or removing carpet,1.0
14859,057547528.jpg,,,0.0
14860,012323467.jpg,,,0.0
14861,069021078.jpg,,,0.0
14862,073196784.jpg,,,0.0
14863,004283732.jpg,home repair,laying or removing carpet,1.0
14864,067579096.jpg,home repair,laying or removing carpet,1.0
14865,041469015.jpg,home repair,laying or removing carpet,1.0
14866,012409688.jpg,home repair,laying or removing carpet,1.0
14867,041990755.jpg,home repair,laying or removing carpet,1.0
14868,019423293.jpg,lawn and garden,chopping wood,1.0
14869,041555953.jpg,lawn and garden,chopping wood,1.0
14870,038433903.jpg,lawn and garden,chopping wood,1.0
14871,073839164.jpg,lawn and garden,chopping wood,1.0
14872,077421556.jpg,lawn and garden,chopping wood,1.0
14873,060702865.jpg,lawn and garden,chopping wood,1.0
14874,002268684.jpg,lawn and garden,chopping wood,1.0
14875,093102228.jpg,lawn and garden,chopping wood,1.0
14876,068623328.jpg,lawn and garden,chopping wood,1.0
14877,003419545.jpg,lawn and garden,chopping wood,1.0
14878,081883290.jpg,,,0.0
14879,020026615.jpg,,,0.0
14880,057922119.jpg,,,0.0
14881,046663437.jpg,,,0.0
14882,041983878.jpg,lawn and garden,chopping wood,1.0
14883,088971372.jpg,lawn and garden,chopping wood,1.0
14884,043736129.jpg,lawn and garden,chopping wood,1.0
14885,007534412.jpg,lawn and garden,chopping wood,1.0
14886,094663873.jpg,lawn and garden,chopping wood,1.0
14887,092053523.jpg,lawn and garden,chopping wood,1.0
14888,068443269.jpg,lawn and garden,chopping wood,1.0
14889,046789253.jpg,lawn and garden,chopping wood,1.0
14890,009285947.jpg,lawn and garden,chopping wood,1.0
14891,079074812.jpg,lawn and garden,chopping wood,1.0
14892,007547791.jpg,lawn and garden,chopping wood,1.0
14893,006860098.jpg,lawn and garden,chopping wood,1.0
14894,053738384.jpg,lawn and garden,chopping wood,1.0
14895,016012824.jpg,lawn and garden,chopping wood,1.0
14896,000773027.jpg,lawn and garden,chopping wood,1.0
14897,042311343.jpg,lawn and garden,chopping wood,1.0
14898,013721723.jpg,lawn and garden,chopping wood,1.0
14899,016051542.jpg,lawn and garden,chopping wood,1.0
14900,007691064.jpg,lawn and garden,chopping wood,1.0
14901,020509375.jpg,lawn and garden,chopping wood,1.0
14902,071548418.jpg,,,0.0
14903,080892731.jpg,,,0.0
14904,045253364.jpg,,,0.0
14905,050655382.jpg,,,0.0
14906,003265503.jpg,,,0.0
14907,006931626.jpg,,,0.0
14908,025756773.jpg,lawn and garden,chopping wood,1.0
14909,054389842.jpg,lawn and garden,chopping wood,1.0
14910,073955115.jpg,lawn and garden,chopping wood,1.0
14911,060500306.jpg,lawn and garden,chopping wood,1.0
14912,039212785.jpg,lawn and garden,chopping wood,1.0
14913,011832407.jpg,lawn and garden,chopping wood,1.0
14914,078077323.jpg,,,0.0
14915,036378605.jpg,,,0.0
14916,073605401.jpg,,,0.0
14917,051297884.jpg,,,0.0
14918,073866205.jpg,,,0.0
14919,090728956.jpg,lawn and garden,chopping wood,1.0
14920,092102952.jpg,lawn and garden,chopping wood,1.0
14921,053510678.jpg,lawn and garden,chopping wood,1.0
14922,051150836.jpg,lawn and garden,chopping wood,1.0
14923,026567847.jpg,lawn and garden,chopping wood,1.0
14924,093579983.jpg,lawn and garden,chopping wood,1.0
14925,045791917.jpg,lawn and garden,chopping wood,1.0
14926,012759124.jpg,lawn and garden,chopping wood,1.0
14927,043270491.jpg,lawn and garden,chopping wood,1.0
14928,012705325.jpg,lawn and garden,chopping wood,1.0
14929,050253168.jpg,lawn and garden,chopping wood,1.0
14930,056127551.jpg,lawn and garden,"yard work, general",1.0
14931,033775576.jpg,lawn and garden,"yard work, general",1.0
14932,007165061.jpg,lawn and garden,"yard work, general",1.0
14933,094350354.jpg,lawn and garden,"yard work, general",1.0
14934,077335311.jpg,lawn and garden,"yard work, general",1.0
14935,083888108.jpg,,,0.0
14936,036686839.jpg,,,0.0
14937,076083103.jpg,,,0.0
14938,048537290.jpg,,,0.0
14939,020108349.jpg,,,0.0
14940,012442338.jpg,,,0.0
14941,034505087.jpg,,,0.0
14942,013755211.jpg,,,0.0
14943,099826898.jpg,,,0.0
14944,004918899.jpg,,,0.0
14945,044114360.jpg,,,0.0
14946,045209352.jpg,,,0.0
14947,030063193.jpg,,,0.0
14948,057135157.jpg,sports,skateboarding,1.0
14949,014997702.jpg,sports,skateboarding,1.0
14950,078391238.jpg,sports,skateboarding,1.0
14951,033244772.jpg,sports,skateboarding,1.0
14952,059134259.jpg,sports,skateboarding,1.0
14953,071563924.jpg,sports,skateboarding,1.0
14954,088904212.jpg,sports,skateboarding,1.0
14955,083578744.jpg,sports,skateboarding,1.0
14956,060830903.jpg,sports,skateboarding,1.0
14957,038839318.jpg,sports,skateboarding,1.0
14958,050320467.jpg,sports,skateboarding,1.0
14959,076873479.jpg,,,0.0
14960,087754554.jpg,,,0.0
14961,010378193.jpg,,,0.0
14962,038485626.jpg,,,0.0
14963,077611660.jpg,,,0.0
14964,043165176.jpg,,,0.0
14965,033222776.jpg,sports,skateboarding,1.0
14966,041132270.jpg,sports,skateboarding,1.0
14967,060284475.jpg,sports,skateboarding,1.0
14968,099980514.jpg,sports,skateboarding,1.0
14969,049299243.jpg,sports,skateboarding,1.0
14970,020849447.jpg,sports,skateboarding,1.0
14971,016284658.jpg,sports,skateboarding,1.0
14972,004234975.jpg,sports,skateboarding,1.0
14973,055881723.jpg,sports,skateboarding,1.0
14974,054457209.jpg,sports,skateboarding,1.0
14975,020523393.jpg,sports,skateboarding,1.0
14976,069532941.jpg,sports,skateboarding,1.0
14977,074110704.jpg,sports,skateboarding,1.0
14978,025909821.jpg,sports,skateboarding,1.0
14979,034409976.jpg,sports,skateboarding,1.0
14980,099047167.jpg,sports,skateboarding,1.0
14981,037426447.jpg,sports,skateboarding,1.0
14982,076080167.jpg,sports,skateboarding,1.0
14983,045272543.jpg,sports,skateboarding,1.0
14984,079334483.jpg,sports,skateboarding,1.0
14985,076902324.jpg,sports,skateboarding,1.0
14986,066775603.jpg,sports,skateboarding,1.0
14987,085477835.jpg,sports,skateboarding,1.0
14988,093921849.jpg,sports,skateboarding,1.0
14989,057998332.jpg,sports,skateboarding,1.0
14990,023746891.jpg,sports,skateboarding,1.0
14991,039862896.jpg,sports,skateboarding,1.0
14992,075830571.jpg,sports,skateboarding,1.0
14993,065088349.jpg,sports,skateboarding,1.0
14994,017779834.jpg,sports,skateboarding,1.0
14995,005123954.jpg,sports,skateboarding,1.0
14996,068296159.jpg,sports,skateboarding,1.0
14997,025107902.jpg,sports,skateboarding,1.0
14998,049967024.jpg,sports,skateboarding,1.0
14999,074674677.jpg,sports,skateboarding,1.0
15000,056266678.jpg,sports,skateboarding,1.0
15001,008330258.jpg,sports,skateboarding,1.0
15002,018558024.jpg,sports,skateboarding,1.0
15003,021932818.jpg,sports,skateboarding,1.0
15004,025786425.jpg,sports,skateboarding,1.0
15005,056540339.jpg,sports,skateboarding,1.0
15006,050396578.jpg,sports,skateboarding,1.0
15007,020316004.jpg,sports,skateboarding,1.0
15008,006755484.jpg,sports,skateboarding,1.0
15009,017143220.jpg,sports,skateboarding,1.0
15010,098438131.jpg,sports,skateboarding,1.0
15011,046854695.jpg,sports,skateboarding,1.0
15012,086734550.jpg,sports,skateboarding,1.0
15013,084875247.jpg,sports,skateboarding,1.0
15014,051151956.jpg,sports,skateboarding,1.0
15015,070668771.jpg,inactivity quiet/light,sitting quietly,1.0
15016,019275201.jpg,sports,skateboarding,1.0
15017,068839670.jpg,sports,skateboarding,1.0
15018,027238458.jpg,sports,skateboarding,1.0
15019,083206210.jpg,sports,skateboarding,1.0
15020,008372413.jpg,sports,skateboarding,1.0
15021,077313867.jpg,sports,skateboarding,1.0
15022,009993691.jpg,sports,skateboarding,1.0
15023,088118924.jpg,sports,skateboarding,1.0
15024,030420452.jpg,sports,skateboarding,1.0
15025,065439336.jpg,sports,skateboarding,1.0
15026,048750228.jpg,sports,skateboarding,1.0
15027,036630315.jpg,sports,skateboarding,1.0
15028,064544183.jpg,sports,skateboarding,1.0
15029,094752298.jpg,,,0.0
15030,004126975.jpg,,,0.0
15031,091885286.jpg,,,0.0
15032,060908166.jpg,,,0.0
15033,080731430.jpg,,,0.0
15034,038387495.jpg,,,0.0
15035,047184297.jpg,,,0.0
15036,086885075.jpg,,,0.0
15037,041484797.jpg,lawn and garden,trimming shrubs or trees,1.0
15038,053465957.jpg,lawn and garden,trimming shrubs or trees,1.0
15039,002019492.jpg,lawn and garden,trimming shrubs or trees,1.0
15040,015859801.jpg,lawn and garden,trimming shrubs or trees,1.0
15041,064168651.jpg,lawn and garden,trimming shrubs or trees,1.0
15042,071697690.jpg,lawn and garden,trimming shrubs or trees,1.0
15043,058260094.jpg,lawn and garden,trimming shrubs or trees,1.0
15044,014331004.jpg,lawn and garden,trimming shrubs or trees,1.0
15045,044540543.jpg,lawn and garden,trimming shrubs or trees,1.0
15046,035509477.jpg,lawn and garden,trimming shrubs or trees,1.0
15047,049566134.jpg,lawn and garden,trimming shrubs or trees,1.0
15048,087032903.jpg,lawn and garden,trimming shrubs or trees,1.0
15049,077586144.jpg,lawn and garden,"gardening with heavy power tools, tilling a garden, chain saw",1.0
15050,008398950.jpg,lawn and garden,trimming shrubs or trees,1.0
15051,089030920.jpg,lawn and garden,trimming shrubs or trees,1.0
15052,047176715.jpg,lawn and garden,trimming shrubs or trees,1.0
15053,074386214.jpg,lawn and garden,trimming shrubs or trees,1.0
15054,014003923.jpg,lawn and garden,trimming shrubs or trees,1.0
15055,067071953.jpg,lawn and garden,trimming shrubs or trees,1.0
15056,023632602.jpg,lawn and garden,trimming shrubs or trees,1.0
15057,043838090.jpg,lawn and garden,trimming shrubs or trees,1.0
15058,001686287.jpg,lawn and garden,trimming shrubs or trees,1.0
15059,015161064.jpg,lawn and garden,trimming shrubs or trees,1.0
15060,009208049.jpg,miscellaneous,"standing, talking in person",1.0
15061,023974417.jpg,lawn and garden,trimming shrubs or trees,1.0
15062,010001809.jpg,lawn and garden,trimming shrubs or trees,1.0
15063,069191003.jpg,lawn and garden,trimming shrubs or trees,1.0
15064,002903990.jpg,lawn and garden,trimming shrubs or trees,1.0
15065,061774050.jpg,lawn and garden,trimming shrubs or trees,1.0
15066,014070783.jpg,lawn and garden,trimming shrubs or trees,1.0
15067,094516146.jpg,lawn and garden,"gardening with heavy power tools, tilling a garden, chain saw",1.0
15068,093309407.jpg,miscellaneous,"standing, miscellaneous",1.0
15069,022550310.jpg,home activities,"knitting, sewing",1.0
15070,061442130.jpg,home activities,"knitting, sewing",1.0
15071,002800532.jpg,home activities,"knitting, sewing",1.0
15072,093178854.jpg,home activities,"knitting, sewing",1.0
